Scan Code,Modifier,Description,Price,Cost,Units/Case,Department ID,Tax Type ID,Is FoodStampable,Current Inventory,Price Group Name,Vendor Name,Linked Item,Column1,Column2,Column3
79802811336,0,hit 5000 $1,1,0.95,300,500,99,0,-4687,,,,,,
07920013116,0,CHEWY SWEETARTS GIANT   1,1.09,0.75,1,500,99,1,-18,,,,,,
02100000022,0,KR MOZZ STRNG CHS,0.79,0.53,1,500,99,1,0,,,,,,
04470002410,0,O/M LUNCH PIZZA PEPPERON7,2.39,0,1,500,99,1,0,,,,,,
01380010321,0,STF LASAGNA W/MT SCE   SS,3.89,2.35,1,500,99,1,0,,,,,,
01380010340,0,STF MAC  CHS          SS,3.49,0,1,500,99,1,0,,,,,,
04369503200,0,HOT POCKETS,1.79,1.15,1,500,99,1,0,,,,,,
04369503300,0,HOT PO PEP,1.79,1.15,1,500,99,1,0,,,,,,
02840007860,0,FRITOLAY SLT VGER,1.09,0.75,1,500,99,1,0,,,,,,
02840007879,0,DORITOS CR,1.09,0.7,1,500,99,1,0,,,,,,
07890745031,0,Guacachip,1.99,1.49,1,500,99,1,-7,,Howard Snacks.,,,,
07890745039,0,Salsitas,1.59,18,1,500,99,1,47,,Howard Snacks.,,,,
07797502231,0,SNYDER MINI             1,1.29,0.8,1,500,99,1,0,,,,,,
02620046188,0,DS JUMBO HOT SPCY SDS SS,1.89,1.25,1,500,99,1,0,,,,,,
02840003912,0,WHOLE CASHEWS,1.99,1.35,1,500,99,1,-16,,,,,,
02900001271,0,PLANT SUNFLOWER KERNEL,1.19,0.8,1,500,99,1,-6,,,,,,
07797508077,0,SNYDER CHED CHEESE SANDW1,1.29,0.8,1,500,99,1,0,,,,,,
03010012587,0,UNCLE ALS SGR WAF VNILA,0.69,0.53,1,500,99,1,0,,,,,,
07225000307,0,FRESHLEY BANANA PUD CAKE1,1.29,0.83,1,500,99,1,0,,,,,,
07225090337,0,MR FRESHLEY CREME CAKES,1.29,0.9,1,500,99,1,0,,,,,,
08526431640,0,CHERRY CHEESE DANISH,1.29,0.9,1,500,99,1,0,,,,,,
08526434100,0,DUTCH APPLE DANISH,1.29,0.9,1,500,99,1,0,,,,,,
08526443100,0,MR FRESHLY BLUE BLASTER,1.29,0.9,1,500,99,1,0,,,,,,
08526443210,0,CHERRY BLASTER,1.29,0.9,1,500,99,1,0,,,,,,
08526445510,0,CLVRHL JMB GLZ HNY BUN,1.29,0.95,1,500,99,1,0,,,,,,
08526445610,0,ICED HONEYBUN,1.29,0.9,1,500,99,1,0,,,,,,
09742176002,0,POWER BAR PS RSTD PEANUT BT,0.99,0,1,500,99,1,0,,,,,,
02100002688,0,KRAFT SQUZ MIRCLE WHIP SS,4.19,2.5,1,500,99,1,0,,,,,,
01700000925,0,ARMOUR VIENNA SAUSAGE,1.19,0.72,1,500,99,1,0,,,,,,
31015801909,0,BC ENVELOPES,1.99,1,1,500,99,0,0,,,,,,
31254662752,0,HALLS VITAMIN C CITRUS S2,1.29,0.75,1,500,99,0,0,,,,,,
31254662976,0,HALLS SUGAR FREE #,1.29,0.75,1,500,99,0,-5,,,,,,
01650004019,0,Alka-seltzer 12ct Blue Foil #,3.99,2.5,1,500,99,0,0,,,,,,
38137003011,0,JHNSN BABY POWDER,2.15,1.25,1,500,99,0,-3,,,,,,
79802821340,0,LOTERIA $2,2,1.9,150,500,99,0,-6695,,,,,,
79802841341,0,LOTERIA GRANDE $5,5,4.85,60,500,99,0,-896,,,,,,
79802855012,0,WHEEL OF FORTUNE,10,9.9,60,500,99,0,-787,,,,,,
79802841349,0,TOPAZ 10S,5,4.75,60,500,99,0,-1318,,,,,,
79802821343,0,$30 GRAND,2,1.75,150,500,99,0,-2476,,,,,,
79802811342,0,CASH ON THE SPOT,1,0.95,300,500,99,0,-4436,,,,,,
79802811350,0,$ 500 A WEEK FOR LIFE,1,0.95,1,500,99,0,-5708,,,,,,
79802821351,0,$ 1000 WEEK FOR LIFE,2,1.9,1,500,99,0,-5936,,,,,,
79802841352,0,$ 2500 A WEEK FOR LIFE,5,4.75,1,500,99,0,-3243,,,,,,
79802851353,0,$ 5000 WEEK FOR LIFE,10,9.5,1,500,99,0,-1335,,,,,,
79802821356,0,ACES AND 8s,2,1.9,150,500,99,0,-2836,,,,,,
79802841358,0,$ 5 FULL OF $500 ,5,4.75,60,500,99,0,-2890,,,,,,
79802811360,0,$1 Triple Win,1,0.95,300,500,99,0,-5624,,,,,,
79802821361,0,$2 Money Roll,2,1.9,150,500,99,0,-4074,,,,,,
79802841364,0,$5 Lucky 13,5,4.75,60,500,99,0,-1531,,,,,,
79802861362,0,$20 10K Week For Life,20,19,30,500,99,0,-868,,,,,,
79802811365,0, 1 HOLIDAY CASH,1,0.95,1,500,99,0,-3305,,,,,,
79802831371,0,$ 3 Scrabble crossword,3,2.85,1,500,99,0,-3211,,,,,,
79802821370,0,$ 2 2018 New year,2,1.9,1,500,99,0,-5852,,,,,,
79802847017,0,$ 5 Pac Man,5,4.75,1,500,99,0,-1335,,,,,,
79802811369,0,$ 1 Silver Dollar,1,0.95,1,500,99,0,-4520,,,,,,
79802851375,0,$ 10 50X Cash,10,9.5,1,500,99,0,-1934,,,,,,
79802841374,0,$ 5 20X Cash,5,4.75,1,500,99,0,-5090,,,,,,
79802821373,0,$ 2 10X Cash,2,1.9,1,500,99,0,-9343,,,,,,
79802811372,0,$ 1 5X Cash,1,0.95,1,500,99,0,-9149,,,,,,
79802811376,0,TRIPLE PAYOUT,1,0.95,300,500,99,0,-1819,,,,,,
79802821377,0,LUCKY WIN ,2,1.9,150,500,99,0,-4306,,,,,,
79802841378,0,MONEY MACHINE,5,4.75,60,500,99,0,-2576,,,,,,
79802871379,0,100 X CASH,30,28.5,30,500,99,0,-1385,,,,,,
08259272715,0,15OZ NAKED BLUE MACHI,3.69,2.3125,8,500,99,1,0,,,,,,
01200050404,0,AQ WATER 24PK,5.99,0,1,500,99,1,1767,,,,,,
04900003165,0,16.9OZ 24PK DASANI WATER,6.99,0.2112,24,500,99,1,492,,,,,,
06827444311,0,WATER NESTLE PL 20OZ,1,0.59,24,500,99,1,507,,H.T.Hackney,,,,
07929800007,0,EVIAN,2.29,0,1,500,99,1,0,,,,,,
03800000810,0,RAISIN BRAN KELL #,5.09,3.05,1,500,99,1,0,,,,,,
02840004324,0,CHOCOCHUCK COOKIES,0.99,0.69,1,500,99,1,0,,,,,,
08663100698,0,N JOY SUGAR,1.99,1.1225,8,500,99,0,20,,,,,,
79802851383,0,$ 10 24 Karat cash,10,9.5,60,500,99,0,-1961,,,,,,
79802841382,0,$ 5 The price is right,5,4.75,60,500,99,0,-1840,,,,,,
79802821381,0,$ 2 Neon 7,2,1.9,150,500,99,0,-4129,,,,,,
79802811380,0,$ 1 100 in flash,1,0.95,300,500,99,0,-4135,,,,,,
79802821386,0,MONEY BAGS 2,2,1.9,1,500,99,0,-3278,,,,,,
79802811385,0,DICE DOUBLER 1,1,0.95,300,500,99,0,-2809,,,,,,
79802811388,0,$1 MONOPOLY  JACKPOT ,1,0.95,300,500,99,0,-1485,,,,,,
79802841390,0,$5 MONOPOLY JACKPOT ,5,4.75,60,500,99,0,-1239,,,,,,
79802851391,0,$10  MONOPOLY JACKPOT ,10,9.5,60,500,99,0,-386,,,,,,
79802811392,0,$1 Lucky 7,1,0.95,300,500,99,0,-490,,,,,,
79802831393,0,$3 Cash Vault Crossword,3,2.95,100,500,99,0,-228,,,,,,
79802841394,0,$5 Extra Play,5,4.9,60,500,99,0,-630,,,,,,
79802825014,0,$2 Jokers Wild,2,1.9,150,500,99,0,-384,,,,,,
01600016010,0,CHEX MIX TRADITIONAL    1,1.79,1.1787,8,500,99,1,-1,,H.T.Hackney,,,,
01200002138,0,15OZ OCEAN SPR GRAPE,1.99,1.25,12,500,99,1,23,,Pepsi Bottling Group,,,,
03010014019,0,KEEBLER PECAN SANDIES   7,2.19,1.37,1,500,99,1,0,,H.T.Hackney,,,,
04400000749,0,NABISCO OREO CON,2.63,1.73,1,500,99,1,3,,H.T.Hackney,,,,
04400000752,0,NBC CHIPS AHOY COOKIES  7,2.59,1.73,1,500,99,1,9,,H.T.Hackney,,,,
04400000382,0,NAB PREM SALTINE       SS,2.59,1.73,1,500,99,1,-2,,H.T.Hackney,,,,
04138822061,0,BLISTEX MEDICATED  PROTECTION,1.89,0.9,1,500,99,0,0,,H.T.Hackney,,,,
31031003313,0,ORAJEL BABY #,6.79,3,1,500,99,0,0,,,,,,
03010012599,0,KEEBLER SGR WAFFER,0.79,0,1,500,99,1,0,,,,,,
07468400101,0,GOODY`S EXTRA STRENGTH E2,0.99,0,1,500,99,0,0,,,,,,
01600014154,0,GM CINN TOAST CRUNCH,1.29,0.72,1,500,99,1,-162,,,,,,
01600014156,0,GM LUCKY CHARMS CUP,1.29,0.8,1,500,99,1,-66,,,,,,
07115907838,0,CORNNUTS NACHO CHEESE   7,1.49,0.9,1,500,99,1,0,,,,,,
02620014054,0,SLIM JIM DARE JALAPENO G #,1.39,0.85,1,500,99,1,0,,,,,,
02840000169,0,SUNFLOWER DP,0.59,0.4,1,500,99,1,0,,,,,,
02010000019,0,BEACHCLIFF SARDINE HOT S,1.59,1.15,1,500,99,1,0,,,,,,
01700000952,0,ARMOUR JALAPENO VINNA,1.39,0.76,1,500,99,1,0,,,,,,
07225090356,0,PECANTWIRLS,1.29,0.95,1,500,99,1,0,,,,,,
02840002796,0,reg lAYS #,1.49,1,1,500,99,1,0,,,,,,
02840003741,0,KETTLE JALA,1.49,0.9,1,500,99,1,0,,,,,,
02840002816,0,CR CHEETOS,1.49,0.9,1,500,99,1,0,,,,,,
02840003695,0,STP BN REG,1.49,1.01,1,500,99,1,0,,,,,,
02840002818,0,HOT FLAM LIME,1.49,0.9,1,500,99,1,0,,,,,,
02840002817,0,H OH CHEETOS #,1.49,0.9,1,500,99,1,0,,,,,,
02840002819,0,LAYS DORITOS NACHO CHEESE #,1.49,1,1,500,99,1,0,,,,,,
02840002820,0,LAYS DORITOS COOL RANCH #,1.49,1,1,500,99,1,0,,,,,,
02840002825,0,LAYS CHESTERS FLAMIN HOT #,1.49,1,1,500,99,1,0,,,,,,
01700000936,0,ARMOUR BBQ VIENNA SAUS,1.39,0.76,1,500,99,1,-3,,,,,,
07033400304,0,MH PEANUTS SHELL,1.99,1.35,1,500,99,1,0,,,,,,
02840003696,0,STP BN HNS1,1.49,1.01,1,500,99,1,0,,,,,,
02840003675,0,CHIPS,1.49,0.9,1,500,99,1,0,,,,,,
02840002830,0,LAYS FUNYUNS ONION FLAVORED #,1.49,1,1,500,99,1,0,,,,,,
02840002811,0,CHEETOS PUFF,1.49,0.9,1,500,99,1,0,,,,,,
30573016020,0,24CNT ADVIL CAP,5.49,3.99,1,500,99,0,1,,Ace Distributors,,,,
32390000361,0,VICKS VAPOR RUB,7.05,4.24,1,500,99,0,0,,H.T.Hackney,,,,
04767710232,0,Generic Item - No description,1.89,1.3571,21,500,99,1,0,,Sunny Florida,,,,
02900001257,0,PLNTR HNY RSTD PEANUT SS,2.29,1.45,1,500,99,1,6,,H.T.Hackney,,,,
02900007535,0,PLANTER TUBE PEA,0.59,0.34,18,500,99,1,30,,H.T.Hackney,,,,
02900007537,0,PLANTER TUBE HEA #,0.69,0.34,18,500,99,1,-4,,H.T.Hackney,,,,
02900007541,0,TUBE NUTS SMOKED,0.99,1.07,1,500,99,1,-21,,H.T.Hackney,,,,
02410012261,0,SUNSHINE CHEEZ IT ORIGIN1,0.89,0.5087,8,500,99,1,2,,H.T.Hackney,,,,
02410022877,0,CHEEZ IT WHITE C #,2.29,1.51,1,500,99,1,6,,H.T.Hackney,,,,
03010051159,0,KBLR PEPPER JACK CRACKER1,0.69,0.3841,1,500,99,1,-2,,H.T.Hackney,,,,
04400000210,0,NBC RITZ W/PNUT BTR     1,0.69,0.3587,8,500,99,1,21,,H.T.Hackney,,,,
04400000211,0,NBC RITZ W/CHEESE       1,0.69,0.3862,8,500,99,1,95,,Ace Distributors,,,,
01600012607,0,CHEX MIX BOLD 3. #,1.79,1.1787,8,500,99,1,-15,,H.T.Hackney,,,,
01600016891,0,CHEX MIX CHOCOLA,2.49,1.6671,7,500,99,1,2,,H.T.Hackney,,,,
01600051379,0,GM BUGLES NACHO CHS,1.79,1.13,6,500,99,1,-8,,H.T.Hackney,,,,
02620047160,0,ANDY CAPP CHED FRIES PP 7,1.49,0.83,1,500,99,1,1,,H.T.Hackney,,,,
02840005597,0,TOSTITOS SALSA M,3.99,2.63,1,500,99,1,-2,,Frito-lays,,,,
01708260003,0,JACK L JUMBO ORIGINAL BE1,3.59,2.0125,12,500,99,1,0,,H.T.Hackney,,,,
01708260023,0,JACK LINK JUMBO #,2.99,2.0125,12,500,99,1,24,,H.T.Hackney,,,,
02620010192,0,SLIM JIM ORIG PP 3/$1 C/1,0.33,0.2415,120,500,99,1,679,,Ace Distributors,,,,
02620011730,0,SLIM JIM GIANT T,1.39,0.81,1,500,99,1,13,,H.T.Hackney,,,,
02620011740,0,SLIM JIM GIANT N,1.39,0.79,1,500,99,1,-8,,H.T.Hackney,,,,
02620011770,0,SLIM JIM GIANT P #,1.39,0.8525,24,500,99,1,-1,,H.T.Hackney,,,,
02620039190,0,TIJUANA MAMA SAUSAGE    1,1.79,0.9991,12,500,99,1,116,,Ace Distributors,,,,
78656005001,0,METRX CHOC CHIP COOKIE D1,3.29,1.9211,1,500,99,1,4,,H.T.Hackney,,,,
78656015312,0,METRX COL SUPER COOKIE C1,3.29,1.9566,9,500,99,1,11,,H.T.Hackney,,,,
09418701005,0,ADVIL ,1.99,0.915,6,500,99,-1,1,,Costco Wholesale,,,,
09418701013,0,ALEVE,1.99,0.8983,6,500,99,-1,2,,Costco Wholesale,,,,
09418701017,0,BAYAR ,1.99,0.815,6,500,99,-1,2,,Costco Wholesale,,,,
09418701241,0,EXCEDRIN ,1.99,0.865,6,500,99,-1,0,,Costco Wholesale,,,,
02840002802,0,LAYS LIME,1.49,1,1,500,99,1,0,,,,,,
07513701336,0,CUTEX NAIL POLIS #,2.19,1.25,1,500,99,0,0,,,,,,
05100000570,0,CAMP CHUNKY BEEF SOUP,2.73,1.55,1,500,99,1,0,,,,,,
04470036035,0,O/M LUNCH NACHOS CHZ/SAL5,2.39,0,1,500,99,1,0,,,,,,
08707631456,0,SNAK CLUB FANCY TRAIL MI1,3.19,2.1,1,500,99,1,0,,,,,,
08707631149,0,SNAK CLUB HOT  SPICY PN1,3.19,2.1,1,500,99,1,0,,,,,,
08707631146,0,SNAK CLUB SALTED PEANUTS1,3.19,2.1,1,500,99,1,0,,,,,,
02840003752,0,LB KETT BBQ,1.49,1,1,500,99,1,0,,,,,,
07478000003,0,PERRIER WATERS,0.99,0,1,500,99,1,0,,,,,,
04000000927,0,COMBOS JALA CHED TORTILL #,0.79,0.53,1,500,99,1,-5,,,,,,
02840004314,0,B C CHO BROWNIE,0.99,0,1,500,99,1,0,,Frito-lays,,,,
07615023223,0,ACTII BUTTER POPCORN,0.89,0.69,1,500,99,1,0,,,,,,
03760002625,0,HORMEL MWV BF ST,1.59,1.15,1,500,99,1,0,,,,,,
03010019145,0,KEEBLER CHIPS RAINBOW,1.29,0.95,1,500,99,1,0,,,,,,
02840002955,0,MUN HOT,1.49,1,1,500,99,1,0,,,,,,
09418701007,0,BENADRYL ,1.99,1.115,6,500,99,-1,0,,Costco Wholesale,,,,
09418701531,0,PEPTO BISMOL,1.99,1.165,6,500,99,-1,-1,,Costco Wholesale,,,,
03500055100,0,COLGATE CL FULL MED T/BRUSH,1.99,0.65,1,500,99,0,-3,,H.T.Hackney,,,,
31254770128,0,LISTERINE ORIGINAL      8,4.65,0,1,500,99,0,1,,H.T.Hackney,,,,
30521231100,0,VASELINE JELLY 1,1.99,1.28,1,500,99,0,-3,,H.T.Hackney,,,,
01200007178,0,15OZ OCEAN SPR RUBY RED,1.99,1.25,12,500,99,1,8,,Pepsi Bottling Group,,,,
02900007539,0,PLANT TUBE NUT H,1.29,0.8466,18,500,99,1,-19,,H.T.Hackney,,,,
31031031840,0,ORAJEL-MOUTH SORE RELIEF GEL,5.89,3.77,1,500,99,0,0,,Ace Distributors,,,,
31031028340,0,ORAJEL MAX ST      7132J8,7.95,4.76,1,500,99,0,0,,H.T.Hackney,,,,
04400002491,0,NBC CHEWY CHIPS AHOY C-PACK,2.49,1.58,1,500,99,1,-2,,H.T.Hackney,,,,
04400001356,0,NBC SS GOLDEN OREO      1,0.89,0.4991,12,500,99,1,6,,Ace Distributors,,,,
88600255050,0,MRS FIELDS SEMI SWT CHOC1,0.99,0.6,1,500,99,1,6,,H.T.Hackney,,,,
30045056320,0,MOTRIN P.M BX,6.59,3.78,1,500,99,0,8,,H.T.Hackney,,,,
31284302471,0,MIDOL MENSTRUAL CPLT,5.45,3.25,1,500,99,0,-1,,H.T.Hackney,,,,
07279000016,0,RED MAGIC SHAVING P,1.99,2.2,1,500,99,0,-3,,H.T.Hackney,,,,
07349710676,0,MACS S VINEGAR,0.99,0.69,1,500,99,1,0,,,,,,
07349710276,0,MACS RED HOT,0.99,0.7,1,500,99,1,0,,Howard Snacks.,,,,
07349710176,0,MACS,0.99,0.7,1,500,99,1,-4,,Howard Snacks.,,,,
05267901938,0,EC HS PEANUTS,2.19,1.45,1,500,99,1,0,,,,,,
04500000139,0,H S HOHOS,1.59,1,1,500,99,1,0,,,,,,
04500000090,0,HOSTESS MIN DNTS,1.59,1,1,500,99,1,0,,,,,,
04500000014,0,H S SNOW BL,1.59,1,1,500,99,1,0,,,,,,
02840000719,0,DORITOS SCO,1.49,0.9,1,500,99,1,0,,,,,,
08707631463,0,SNAK CLUB SPICY PARTY MI1,3.19,2.1,1,500,99,1,0,,,,,,
08707631461,0,SNAK CLUB ORIENTAL MIX  1,3.19,2.1,1,500,99,1,0,,,,,,
07906800083,0,GS CALAMINE,1.69,1,1,500,99,0,0,,,,,,
02100000398,0,KRAFT TWIST-UMS         5,0.79,0.53,1,500,99,1,0,,,,,,
07940055020,0,AXE DEO BODY SPRAY PHOEN8,7.19,4,1,500,99,0,0,,,,,,
08707631468,0,SNAK CLUB TRADITIONAL MI1,3.29,2.1,1,500,99,1,0,,,,,,
02010000046,0,BEACHCLIFF SARDINE WATER,1.59,1.15,1,500,99,1,0,,,,,,
02430086570,0,STREUSE CAKE CHO,0.99,0.69,1,500,99,1,0,,,,,,
02840000979,0,DORITOS LIME,1.49,0.9,1,500,99,1,0,,,,,,
08298801002,0,WHITE CASTLE CHEESBURGER,1.99,0,1,500,99,1,0,,,,,,
01700000937,0,ARMOUR HOT SP VIENNA SAU,1.39,0.76,1,500,99,1,0,,,,,,
02840000986,0,DANAMITA,1.49,0.9,1,500,99,1,0,,,,,,
02840000978,0,RUFFLES MAX,1.49,1.01,1,500,99,1,0,,,,,,
05100014663,0,V8 FRT MDLY 16OZ,1.59,0,1,500,99,1,0,,,,,,
07225001171,0,MR FRESHL org,1.89,0,1,500,99,1,-7,,Howard Snacks.,,,,
02100003874,0,KRAFT ORIGINAL BBQ SAUCE,2.79,1.55,1,500,99,1,0,,,,,,
02840015607,0,DR COOL RANCH,4.29,3,1,500,99,1,0,,,,,,
04400003066,0,NBC FIG NEWTONS         7,2.59,1.6,1,500,99,1,-3,,,,,,
01600050883,0,CHEXMIX,2.59,1.75,1,500,99,1,0,,,,,,
02840015750,0,GHETTOS,3.49,2.1,1,500,99,1,0,,,,,,
04800102581,0,HELLMANN S SQZ MAYONNAIS,3.59,2.15,1,500,99,1,0,,,,,,
03800084501,0,PRNG CAN JALAPENO SS,2.39,1.6,1,500,99,1,0,,,,,,
01200004103,0,15OZ OCN SPRY CRN LMND,1.99,1.25,12,500,99,1,0,,,,,,
02840015747,0,CHEETOS PUFF BIG B,3.49,2.1,1,500,99,1,0,,,,,,
02840016015,0,SOUR CREAM LAYS,4.29,3,1,500,99,1,0,,,,,,
02840016014,0,LAYS REGULAR BIG BAG,4.29,3,1,500,99,1,0,,,,,,
30573016920,0,ADVIL LIQUIGELS 20PK,6.29,4.02,1,500,99,0,40,,H.T.Hackney,,,,
02840004320,0,.99 PNB BIG COKI,0.99,0.59,1,500,99,1,10,,Frito-lays,,,,
02840004327,0,CHOC CHIP BC,0.99,0.59,1,500,99,1,-11,,Frito-lays,,,,
02840004336,0,OAT RAISIN BC,0.99,0.59,1,500,99,1,4,,Frito-lays,,,,
04470002458,0,O/M LUNCH HAM/CHEDDAR   5,2.39,1.8,1,500,99,1,1,,H.T.Hackney,,,,
01708260083,0,JACK LINK JUMBO #,2.99,2.0125,12,500,99,1,3,,H.T.Hackney,,,,
02840004743,0,BAKEN-ETS REG #,2,1.47,1,500,99,1,-8,,Frito-lays,,,,
02840004747,0,BAKEN-ETS HOT #,2,1.47,1,500,99,1,-22,,Frito-lays,,,,
02840000152,0,GRANDMAS VANILA COOKI #,0.99,0.59,1,500,99,1,-43,,Frito-lays,,,,
07940018183,0,SUAVE HAIR SP MAX HLD N/8,4.19,2.82,1,500,99,0,0,,H.T.Hackney,,,,
30869115610,0,SWAN 70%ALCOHOL,2.39,1.18,1,500,99,-1,2,,Ace Distributors,,,,
07100703113,0,BUTTIRO,2.49,1.49,1,500,99,1,3,,Mak Food,,,,
07100701195,0,BURRITOS,2.49,1.49,1,500,99,1,-1,,Mak Food,,,,
07695572067,0,GROCERY BAGS 500CNT,0,0,1,500,99,0,0,,,,,,
03800084553,0,PRINGLES CHEDDAR CHSE,0.99,0.69,1,500,99,1,-4,,,,,,
02840016013,0,BARBEQUE BIG BAGS,4.29,3,1,500,99,1,0,,Frito-lays,,,,
07047000307,0,YOP PEACH YOGURT,1.39,0,1,500,99,1,0,,,,,,
02840016223,0,CJ TOFFY CHIP,1.49,0.9,1,500,99,1,0,,,,,,
02620023885,0,DAVID SWT  SALTY TRAIL 1,3.39,2.1,1,500,99,1,0,,,,,,
02840015960,0,CSC RUFFLES BIG BG,4.29,3,1,500,99,1,0,,,,,,
02840016437,0,DORITOS LOCOS TACOS,1.49,0.9,1,500,99,1,0,,,,,,
02840016436,0,DORITOS LOCOS TACOS,1.49,0.9,1,500,99,1,0,,,,,,
02840016907,0,CHESTER POPCORN,3,1.75,1,500,99,1,0,,,,,,
02840016542,0,RUFFLES HONEY MST,1.49,1.01,1,500,99,1,0,,,,,,
04470001988,0,O/M BACON SLI #,8.39,5,1,500,99,1,0,,,,,,
07142111444,0,BIG AZ CHICKEN W/CHEESE 6,4.59,0,1,500,99,1,0,,,,,,
03800084554,0,PRINGLES PIZZA          1,0.99,0.69,1,500,99,1,0,,,,,,
00000284102,0,MARLBORO MEN MIL,5.99,0,1,500,99,0,0,,,,,,
85641400195,0,PLANTANS STRIPS,1.99,0,1,500,99,1,-41,,Howard Snacks.,,,,
31031032456,0,BABY ORAJEL,5.99,3,1,500,99,0,0,,,,,,
01708200039,0,JACK L BEEF  CHEESE ALL1,1.59,0.9737,16,500,99,1,9,,H.T.Hackney,,,,
01600012606,0,GM CHEX MIX CHDR,1.89,1.1787,8,500,99,1,6,,H.T.Hackney,,,,
02840005598,0,TOSTITOS SALSA M,3.99,2.63,1,500,99,1,1,,Frito-lays,,,,
02430083520,0,MINI DONUTS (FRO #,0.75,0.61,1,500,99,1,-31,,F.S.P.,,,,
02430083593,0,ZEBRA CAKE #,0.5,0.4,1,500,99,1,-218,,F.S.P.,,,,
04650001835,0,OFF SKINTASTIC SPR,6.79,4.81,1,500,99,0,0,,H.T.Hackney,,,,
01600016619,0,GM GARDETTO ORIGNAL,2.39,1.5871,7,500,99,1,1,,H.T.Hackney,,,,
02840002673,0,MN CHS PNB,0.59,0.35,1,500,99,1,46,,Frito-lays,,,,
04400003742,0,NBC OREO  S-S           1,0.79,0.4916,12,500,99,1,13,,Ace Distributors,,,,
04400003743,0,NAB S/SERVE CHIP,0.79,0.4525,12,500,99,1,5,,H.T.Hackney,,,,
03800001258,0,KLG SPECIAL K BAR RED BE1,0.89,0.5,1,500,99,1,-5,,H.T.Hackney,,,,
04190007505,0,TRUMOOD WH PT,1.49,0,1,500,99,1,0,,,,,,
05340035041,0,PRAIRIE BELT SMOKE SAUSA7,1.29,0.72,1,500,99,1,-2,,,,,,
05267971957,0,EC TROPICAL TRAIL MIX,2.19,1.45,1,500,99,1,0,,,,,,
03800084504,0,PRNG CAN LD BD POTATO SS,2.39,1.6,1,500,99,1,0,,,,,,
36671597121,0,MOTRIN 2PK,1.19,0.4,1,500,99,0,0,,,,,,
04190007504,0,TRUMOOD WH QT,2.59,0,1,500,99,1,0,,,,,,
05267971948,0,EC FANCY MOJO MIX,2.19,1.45,1,500,99,1,0,,,,,,
05267901959,0,MH NACHO,2.19,1.45,1,500,99,1,0,,,,,,
02430086592,0,CHOC CHIP PIE,0.5,0.4,1,500,99,1,-69,,F.S.P.,,,,
04400002490,0,NBC GOLDEN OREO         7,2.49,1.73,1,500,99,1,-1,,H.T.Hackney,,,,
07100754116,0,BURRITO,2.49,1.49,1,500,99,1,4,,Mak Food,,,,
02430083571,0,SWISS ROLLS #,0.5,0.4,1,500,99,1,83,,F.S.P.,,,,
38137103004,0,JOHNSONS GOLD BABY SHAMP8,2.55,1.57,1,500,99,0,1,,H.T.Hackney,,,,
36671597382,0,LIL D HEADACHE RELIEF MD2,1.99,0.7333,6,500,99,0,2,,H.T.Hackney,,,,
36671597002,0,LIL D ADVIL             2,1.69,0.9716,6,500,99,0,12,,H.T.Hackney,,,,
36671597032,0,LIL D ALKA SELTZER      2,1.99,1.03,6,500,99,0,8,,H.T.Hackney,,,,
81547301053,0,BDN STRW PINT,1.49,1.2,1,500,99,-1,0,,Borden Dairy,,,,
02900001707,0,PLANT DRY ROASTED PEANUT1,0.59,0.375,18,500,99,1,7,,Ace Distributors,,,,
07851600022,0,TURKEY CR BBQ PORK SKINS1,1.19,0.6983,12,500,99,1,16,,H.T.Hackney,,,,
07003013512,0,GS IBUPROFEN CAPLET 200M2,2.05,1.22,1,500,99,0,2,,H.T.Hackney,,,,
04203710292,0,GOODYS 2PK,0.99,0.4163,36,500,99,0,184,,Costco Wholesale,,,,
09418706647,0,MUCINEX DM,1.99,0.995,6,500,99,-1,0,,Costco Wholesale,,,,
03800084524,0,PRINGLES ORG,1.29,0.7491,12,500,99,1,4,,Ace Distributors,,,,
03800084525,0,PRNG SR CRM/ON,1.39,0.7491,12,500,99,1,14,,Ace Distributors,,,,
03800084497,0,PRINGLES BARBECUE       7,2.49,1.72,1,500,99,1,-3,,H.T.Hackney,,,,
03820009125,0,VAN HOLT 1012GG GARLIC G6,1.49,1.01,1,500,99,1,0,,,,,,
02840018480,0,RUFFLES ORG,1.09,0.7,1,500,99,1,0,,,,,,
02840018481,0,RUFFLES CHEESE FRIES,1.09,0.7,1,500,99,1,0,,,,,,
07294570544,0,SARA LEE BREAD,2.59,2,1,500,99,1,0,,,,,,
85123100164,0,SUNDIA TROPICAL MEDLEY,1.59,1.15,1,500,99,1,0,,,,,,
88810905002,0,DONETTES,1.69,1.1,1,500,99,1,8,,Howard Snacks.,,,,
88810906002,0,HOSTESS CHERRY PIE   FOA1,1.69,1,1,500,99,1,0,,,,,,
88810901006,0,HOSTESS HO HO  FOA      1,1.79,1.1,1,500,99,1,86,,Howard Snacks.,,,,
88810901001,0,CUP CAKE CHOCOLATE,1.89,1.1,1,500,99,1,-59,,Howard Snacks.,,,,
88810901017,0,HOSTESS HONEY BUN,1.89,1.045,6,500,99,1,67,,,,,,
63485800055,0,CITRUSCHAPLIP #,0.99,0,1,500,99,0,0,,,,,,
03800000093,0,SPEC K NOURISH DARK CHOC1,1.79,1.2,1,500,99,1,0,,,,,,
02840019100,0,LAYS GARLIC SEA SALT,1.49,1,1,500,99,1,0,,,,,,
